Resolution,Noise Type,Image Name,PSNR,SSIM,Correlation
256x256,Poisson,allgau-eisenberg-ostallgau-bavaria-161097.png,29.041413021877467,0.8615804592192519,0.9918897425066591
256x256,Saltpepper,adler-bird-bird-of-prey-raptor-53587.png,20.43410066432037,0.21180541256078897,0.5077812112404898
256x256,Saltpepper,africa-animal-big-brown-41176.png,18.020239699849977,0.37886160047452067,0.8618960744321986
256x256,Saltpepper,agriculture-arable-clouds-countryside.png,19.900483960749153,0.20727067760440815,0.8906134732702773
256x256,Saltpepper,allgau-eisenberg-ostallgau-bavaria-161097.png,20.41880726986657,0.40413178708919345,0.9003924548550744
256x256,Speckle,adler-bird-bird-of-prey-raptor-53587.png,20.735881691607133,0.3792577660997336,0.6936007936717598
256x256,Speckle,africa-animal-big-brown-41176.png,13.014742112534899,0.3183202705261194,0.7549299383208644
256x256,Speckle,agriculture-arable-clouds-countryside.png,17.864276660620277,0.4001528364929459,0.8924825503281288
256x256,Speckle,allgau-eisenberg-ostallgau-bavaria-161097.png,13.933259334144658,0.27650658350322077,0.7376049376196728
256x256,Uniform,adler-bird-bird-of-prey-raptor-53587.png,25.100956324373204,0.5590928526945564,0.8330697832772274
256x256,Uniform,africa-animal-big-brown-41176.png,22.086137103180768,0.6699979145950815,0.9725646854290044
256x256,Uniform,agriculture-arable-clouds-countryside.png,25.124165733817602,0.48368545051084905,0.9804740620075767
256x256,Uniform,allgau-eisenberg-ostallgau-bavaria-161097.png,24.340393964913552,0.685287472092693,0.9777228992811935
512x512,Gaussian,above-adventure-aerial-air.png,20.809076367832784,0.2645157695970911,0.9377602045690729
512x512,Gaussian,african-daisy-flower-nature-flora-41960.png,22.020055462460956,0.37506136421530284,0.968946499749958
512x512,Gaussian,air-bubbles-diving-underwater-blow-62307.png,20.761509708073046,0.7110568726663965,0.9431650395198412
512x512,Gaussian,alaska-wilderness-sky-aurora-borealis-41004_.png,20.510803071375708,0.29561089440738164,0.954865087523379
512x512,Poisson,above-adventure-aerial-air.png,30.36133563168545,0.7791022559016231,0.9932185937254076
512x512,Poisson,african-daisy-flower-nature-flora-41960.png,32.26584316012885,0.9784103047554942,0.9974132639550624
512x512,Poisson,air-bubbles-diving-underwater-blow-62307.png,28.07426704149392,0.9096003315219086,0.9888218692266149
512x512,Poisson,alaska-wilderness-sky-aurora-borealis-41004.png,29.022370022365966,0.704311883582009,0.9921518738658286
512x512,Saltpepper,above-adventure-aerial-air.png,14.492451302411293,0.08612295737635713,0.6287136520471048
512x512,Saltpepper,african-daisy-flower-nature-flora-41960.png,13.675601668429751,0.23274729553466078,0.6865212106452765
512x512,Saltpepper,air-bubbles-diving-underwater-blow-62307.png,14.82965112698983,0.373939370469754,0.7002551527395465
512x512,Saltpepper,alaska-wilderness-sky-aurora-borealis-41004.png,14.861299484297355,0.09907534775949733,0.7298361026664772
512x512,Speckle,above-adventure-aerial-air.png,13.334792169045455,0.19526311307272318,0.7459342744862336
512x512,Speckle,african-daisy-flower-nature-flora-41960.png,14.562704486673429,0.7498411439663412,0.8621484129150705
512x512,Speckle,air-bubbles-diving-underwater-blow-62307.png,10.155016798463341,0.22944697495321248,0.5159764017102602
512x512,Speckle,alaska-wilderness-sky-aurora-borealis-41004.png,11.535386519090888,0.10167761585679219,0.6491989445085967
512x512,Uniform,above-adventure-aerial-air.png,19.528162974865683,0.21280922818047154,0.9169404085492935
512x512,Uniform,african-daisy-flower-nature-flora-41960.png,20.74957241539371,0.3433718138697978,0.9586417093706512
512x512,Uniform,air-bubbles-diving-underwater-blow-62307.png,19.490791702816804,0.6610366464643347,0.9244687091657982
512x512,Uniform,alaska-wilderness-sky-aurora-borealis-41004.png,19.228216040811215,0.24372115229201954,0.940289826698779
